"","user_name","user_location","user_description","user_created","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","source","is_retweet"
"5771","Michelle","pennsylvania","Good person, mom, love for my man, hard working, hatred for the <U+0001F34A><U+0001F921><U+0001F437>. #TrumpForPrison2020. Here we go. <U+0001F5A4><U+0001F49B><U+0001F3C8>. #VoteBlue #Biden. <U+0001F30A>Take back the flag <U+0001F1FA><U+0001F1F8>","2014-01-06 21:11:17",1743,2865,25797,"False","2020-08-08 13:30:33","@SassyChick1979 @realDonaldTrump ¡°Press Conference¡± later for the fucking rich cult members? After all it¡¯s a Satur¡­ https://t.co/RkcHIvILXe","","Twitter for iPhone","False"
"5772","Global Cities","illinois","The @ChicagoCouncil's global cities work identifies and advances city-based solutions and policy recommendations for critical global challenges.","2015-01-08 21:23:47",2914,453,630,"False","2020-08-08 13:30:26","To come back stronger, cities must address the deep-seated inequities the pandemic has revealed. @ChicagoCouncil Pr¡­ https://t.co/3xlodzMswW","","Sprout Social","False"
"5773","USDeals <U+0001F1FA><U+0001F1F8> Good American Deals/Products for US !","georgia","We select the best US deals on Amazon and share them with you to help #MAGA by promoting small US businesses.
#USA #Patriots #camping #hiking	#cycling #deals","2014-09-17 08:21:00",5295,4856,996,"False","2020-08-08 13:30:12","[ Anti Particle Dust-Proof Anti-Pollution Face Mask ] with Breathing Valve, Skin-Friendly Unisex Reusable and Washa¡­ https://t.co/rBJ7roADmz","","IFTTT","False"
"5774","Tatiana Valovaya, Director-General of UN Geneva","illinois","The official Twitter account of the Director-General of UN Geneva. Working for peace, rights and well-being. Tweeting on this account since 26.08.2019.","2012-06-05 11:07:55",14420,890,1707,"False","2020-08-08 13:30:00","To mitigate the impact of #COVID19, the @ALIPHFoundation has allocated emergency funding for cultural heritage &amp; su¡­ https://t.co/EUSqbgztAB","['COVID19']","TweetDeck","False"
"5775","PhocusWire","new york","@PhocusWire covers technology and distribution in travel, tourism and hospitality. Subscribe to our daily newsletter for up-to-the-minute news!","2010-01-28 14:08:28",41114,2546,2718,"False","2020-08-08 13:30:00","LIVE BLOG: Delta wants at least 3,000 flight attendants to take unpaid leave

https://t.co/Nue9ZfFujy via¡­ https://t.co/6zEzJmhvXC","","TweetDeck","False"
"5776","Rave Mobile Safety","massachusetts","Your trusted software solutions partner for enterprise, public and campus safety. Creator of @Smart911 & Rave Panic Button.","2009-02-26 14:08:00",2862,1377,2199,"False","2020-08-08 13:29:59","Watch this video to learn what to look for in a critical communications platform and how it can help enhance recove¡­ https://t.co/aZeTmwuzBA","","HubSpot","False"
"5777","Debby <U+0001F1FA><U+0001F1F8><U+2693><U+FE0F>","florida","Wife, mother, grandmother, Navy Vet, RN, chicken and goat farmer. #WearADamnMask #WWJD #VetsAgainstTrump #VoteBlueToEndThisNightmare","2010-10-04 19:48:29",305,119,85541,"False","2020-08-08 13:29:37","What¡¯s happening at @USPS is the latest thing giving me real anxiety. It¡¯s not enough to deal w #COVID19 in PPE all¡­ https://t.co/9YkREuhkdW","['COVID19']","Twitter for iPhone","False"
"5778","pichet ong","new york","chef, food pimp, author, indie, baker, butcher, spelling bee, mama's boy, geek, original hipster, mr fix it, songwriter, occasional tv star, IG @pichetong","2010-03-02 22:19:14",3618,305,2660,"False","2020-08-08 13:26:55","One unforgettable legendary dish roti of quail @RPassot @RPassot - one of the last shots of it, right before¡­ https://t.co/WHIBypccpL","","Instagram","False"
"5779","Missy Buchanan","texas","Co-author w/ Robin Roberts (Good Morning America) & her mother, Lucimarian: My Story, My Song. Voices of Aging, Living w/ Purpose in a Worn-out Body, Speaker","2009-03-27 23:03:34",4372,5001,24677,"False","2020-08-08 13:26:21","This week, I dropped off peaches from a local orchard on the porch of a 90-something friend who lives alone. She ca¡­ https://t.co/bww9Xsu4tl","","Twitter Web App","False"
"5780","VapingRocks","new york","Michael Willner, VP of vaping start-up, Vapewear Labs","2019-10-18 18:38:52",268,606,3658,"False","2020-08-08 13:25:53","@Vapingit He would have been correct if he said ""fried food"" and ""sitting on your couch"" makes you more susceptible to #Covid19.","['Covid19']","Twitter Web App","False"
"5781","Chris Amidon","indiana","I believe in: nursing, equality, gun safety, public health & ed. <U+0001F308>College nurse & MSN student. Proud to represent Indiana on NASN board. #NursesDemandAction","2013-02-05 17:24:37",1165,860,144461,"False","2020-08-08 13:25:23","Proud of my friend &amp; colleague @Janet_Thornton for representing her Tennessee school nurses. #SchoolReopening¡­ https://t.co/eo9wOwZLIy","['SchoolReopening']","Twitter for iPhone","False"
"5782","BCBSSC","south carolina","Official Twitter page for BlueCross BlueShield of South Carolina. An independent licensee of the Blue Cross and Blue Shield Association.","2009-04-30 14:16:45",10082,2067,18941,"True","2020-08-08 13:25:01","Be like <U+0001F3C8> Coach Dabo Swinney and mask up to help slow the spread of #COVID19 in our state. #SlowTheSpreadSC https://t.co/ZREfN1LpzA","['COVID19', 'SlowTheSpreadSC']","Twitter for iPhone","False"
"5783","Terry.Wickwire","texas","Nebraskan/Iowan for life. Democrat by choice. Peace is what matters.","2011-02-24 17:51:44",496,900,19870,"False","2020-08-08 13:24:56","@JohnCornyn #HEROESAct. Republicans do nothing except spread #Covid19. #Premeditated. #Biden2020. #BigBlueHurricane.","['HEROESAct', 'Covid19', 'Premeditated', 'Biden2020', 'BigBlueHurricane']","Twitter for Android","False"
"5784","Michelle","north carolina","* Political junkie * Wife * Mom * Conservative * Want USA to be land of opportunity * Praying for a UNITED States * My tweets = My opinion","2013-03-18 18:06:37",139,534,1474,"False","2020-08-08 13:24:50","#China allowed the world to be infected by #Covid19 and now #Democrats are holding up relief because they think it¡­ https://t.co/xNOMONuYBn","['China', 'Covid19', 'Democrats']","Twitter Web App","False"
"5786","Jennifer Coleman","virginia","Army veteran. Golf fan. History buff.  Scorpio.","2013-11-27 15:43:31",1193,356,72607,"False","2020-08-08 13:23:52","@AliVelshi @VelshiMSNBC @SRuhle @ChokweALumumba @RepGwenMoore @mikememoli @calebsilver @sheelahk @ChrisVanHollen¡­ https://t.co/0u7XYdqmVc","","Twitter for Android","False"
"5787","BCBSSC","south carolina","Official Twitter page for BlueCross BlueShield of South Carolina. An independent licensee of the Blue Cross and Blue Shield Association.","2009-04-30 14:16:45",10082,2067,18941,"True","2020-08-08 13:23:13","Be like <U+0001F3C0> Coach @dawnstaley and mask up to help slow the spread of #COVID19 in our state. #SlowTheSpreadSC https://t.co/MHEniy9Zeq","['COVID19', 'SlowTheSpreadSC']","Twitter for iPhone","False"
"5788","activist360","new york","Founded by singer-songwriter Bill Madden, activist360 is a group of environmentalists who believe our climate is in crisis, and the time to act is now.","2020-07-31 22:30:47",192,2,5,"False","2020-08-08 13:21:42","What Racism Smells Like: Ravaged by Covid-19, Polluted Communities Demand Environmental Justice¡­ https://t.co/1zP6q3y1TZ","","Twitter Web App","False"
"5789","Krishna ¡°Just Stay Home¡± Komanduri","florida","Chief, Transplantation and Cellular Therapy, @SylvesterCancer, @ASTCT Past President, viruses, immunity, father of 4, #bmtsm Previously MIT/UMN/UCLA/UCSF/MDACC","2013-01-12 05:22:42",8096,2072,21894,"True","2020-08-08 13:20:46","If true this would be fantastic. Thank you for your advocacy of #telehealth, @NCIDirector! #hospitals #COVID19 https://t.co/ElWgKq5Zed","['telehealth', 'hospitals', 'COVID19']","Twitter for iPhone","False"
"5790","#FliptheSenate #HoldtheHouse #BLM #ArrestTrump","florida","Hate the Orange Nazi Asshole, GOP,""Christian"" conservatives. I'm a fan of truth, justice & the progressive way, of rights for all. #resist #FBR NoDMs NO LISTS","2017-07-27 19:20:51",2609,2807,3,"False","2020-08-08 13:20:30","The complete LACK of leadership is ASTOUNDING and so is the fact that the #RepubllicanParty has done NOTHING to get¡­ https://t.co/cqfla5dJiA","['RepubllicanParty']","Twitter Web App","False"
"5791","Jeremy R. Hammond","michigan","I expose state and media propaganda intended to keep the public ignorant and in servitude to the politically and financially powerful.","2010-07-10 07:03:36",6283,1091,315,"False","2020-08-08 13:19:09","To manufacture consent for executive mask-wearing orders, the New York Times lies about both the #WHO¡¯s mask guidan¡­ https://t.co/SNTAEJSUQ8","['WHO']","Crowdfire App","False"
"5792","Teddi Fishman <U+0001F9D1><U+0001F3FD> <U+0001F469><U+0001F3FE> <U+0001F468><U+0001F3FB> <U+0001F4F7> <U+0001F4FA> (she/her)","south carolina","#RememberInNovember! #BLM! #VOTE!
<U+0001F499> <U+0001F499> <U+0001F499> #VOTEBLUE! <U+0001F499> <U+0001F499> <U+0001F499>

Proud resister & reformer. 
Until we are all free and at peace, none of us truly is.
She/her","2009-06-08 02:19:38",6820,7398,27544,"False","2020-08-08 13:17:44","@GOP Really? I think the only expectation this #Criminallyunfit @POTUS has exceeded is the number of #AmericanLives¡­ https://t.co/3qNJ9ENlpp","['Criminallyunfit', 'AmericanLives']","Twitter for Android","False"
"5793","Jennifer Coleman","virginia","Army veteran. Golf fan. History buff.  Scorpio.","2013-11-27 15:43:31",1193,356,72607,"False","2020-08-08 13:17:12","@AliVelshi @VelshiMSNBC @SRuhle @ChokweALumumba @RepGwenMoore @mikememoli @calebsilver @sheelahk @ChrisVanHollen¡­ https://t.co/61odOHQJvV","","Twitter for Android","False"
"5794","gr8MusicVenues","florida","#Promo #Venues #Events, #Bands & Fans - RTs are NOT endorsements - Confirm with Venues/Artist Status of events.
#FB #Bandstanduk +   #Soundcloud #Myspace","2009-10-10 03:56:34",15289,7682,76336,"False","2020-08-08 13:17:00","@flowergirl_lon Nightingale Hospitals should of been used more for #Covid19 cases, not just the walking wounded tha¡­ https://t.co/aXzJYegppG","['Covid19']","Twitter Web App","False"
"5796","NJ Laborers PAC","new jersey","Laborers Vote! Laborers Win! The Official Twitter Account for the New Jersey State Laborers Political Action Committee Instagram: NJLaborersPAC","2013-02-26 21:23:29",708,415,427,"False","2020-08-08 13:15:07","The #WorkersFirstCaravan has ended, but issues it highlighted remain. Congress must:

5. Invest in job-creating¡­ https://t.co/FZdJRGBZcO","['WorkersFirstCaravan']","CoSchedule","False"
"5797","MITA","washington, d.c.","Medical Imaging & Technology Alliance, A division of NEMA.","2009-05-15 14:25:49",5900,606,311,"False","2020-08-08 13:15:03","It's smart to play it safe during the #COVID19 crisis ¡ª but be mindful that ""playing it safe"" can mean getting the¡­ https://t.co/tXWZGXiYbf","['COVID19']","Hootsuite Inc.","False"
"5798","Cheryle Johnson","georgia","Mother, sister, friend; former reporter; DAV; Catholic; DEM <U+0001F499>; Resist; #DemCastGA #JoeBiden2020; #AmyMcGrath2020; Once called the ¡°Julia Sugarbaker of Twitter¡±","2016-04-14 01:40:32",2725,4015,64537,"False","2020-08-08 13:13:50","¡°Others say there is simply exhaustion with Trump and disgust at his handling of the coronavirus pandemic.¡± I would¡­ https://t.co/RjRU7pGO1p","","Twitter for iPhone","False"
"5799","Apple and I","pennsylvania","We are what we leave behind.


#resist #science #DACA #nursetwitter #keepfamiliestogether #blacklivesmatter","2017-08-23 17:55:03",412,717,15370,"False","2020-08-08 13:13:41","If the US don't get #COVID19 under control, the US athletes could be banned from #Tokyo2020. Has anyone thought of that? 

#OlympicGames","['COVID19', 'Tokyo2020', 'OlympicGames']","Twitter for Android","False"
"5800","James O. Smith, Ph.D.","indiana","Business Research in Organizations and How they Work Specifically in the Political Frame.","2009-02-28 01:51:27",413,2020,113,"False","2020-08-08 13:13:21","Indiana schools opened. This plan better work or @GovHolcomb will be held directly responsible in November. Feckles¡­ https://t.co/hSJS7LDCSY","","Twitter Web App","False"
"5801","Kenneth Parker_Follow the Money","georgia","Proud USAF Veteran. Suffers no fools. Blocks those spewing propaganda. One nation. One People. 
Joe Biden is my President.","2010-04-16 14:14:53",1254,2004,33293,"False","2020-08-08 13:13:14","#COVID19 ISN'T LIKE THE FLU!
QUIT SPREADING THIS LIE!!!
Less than 35,000 US citizens died from the flu last year.
O¡­ https://t.co/VlbWzz8YhV","['COVID19']","Twitter for Android","False"
"5802","James O. Smith, Ph.D.","indiana","Business Research in Organizations and How they Work Specifically in the Political Frame.","2009-02-28 01:51:27",413,2020,113,"False","2020-08-08 13:11:31","Indiana President Pro Tem @bray_rodric sent a letter to school leaders on Thursday that said schools not resuming i¡­ https://t.co/CWkAQJlgwD","","Twitter Web App","False"
"5803","Jared S.","north carolina","Graphic Designer <U+2022> Powered by @altcustoms @akimbogamingco @sizzlepopcorn @wildbillssoda","2019-05-22 23:20:46",275,454,4372,"False","2020-08-08 13:11:23","(1/x) I just want to air some thoughts I¡¯ve had lately about #COVID19. This pandemic is literally a life altering e¡­ https://t.co/wIbZptJU3t","['COVID19']","Twitter for iPhone","False"
"5804","Mr. Fe","minnesota","Grateful ELA Educator. Steward of literacy & courage. Curator of poetic imagination. Alum: @stonybrooku Publications: @patchtweet @sinow @dcexaminer, ect.","2015-11-21 13:45:45",78,221,930,"False","2020-08-08 13:10:35","During the Vietnam War which spanned 20 years, 1.34mil people died. That¡¯s 67k people per year. 5,584per month.¡­ https://t.co/oXqBTuDU8k","","Twitter for iPhone","False"
"5805","West Essex CCG","maryland","NHS West Essex Clinical Commissioning Group buys healthcare services on behalf of people in Epping Forest, Harlow and Uttlesford.
Here Monday- Friday 9-5","2009-04-08 14:17:41",7411,999,766,"True","2020-08-08 13:10:05","If you have any symptoms of coronavirus, you can get tested. For more information please visit¡­ https://t.co/BoojpVfG6C","","Social Media Publisher App ","False"
"5806","Les Le Mon <U+2712> Author <U+0001F4BB>","california","LA-based writer & designer. MHC '90. Arts, culture, tech, & news in LA & beyond. #Resistance. #BlackLivesMatter. #Pride <U+0001F3F3><U+FE0F><U+200D><U+0001F308>. Beauty is everywhere. <U+0001F98B><U+0001F637><U+0001F98B>","2013-09-21 14:03:08",1764,3786,84342,"False","2020-08-08 13:09:37","#GoodMorning, Los Angeles!
It's another heck of a great day to
  * stay (mostly) at home <U+0001F3D8>
  * walk or run <U+0001F3C3><U+0001F3FD><U+200D>¡â<U+FE0F>¡­ https://t.co/w0Y9aqMuNi","['GoodMorning']","Twitter for Android","False"
"5807","Sean Patrick Hughes","california","I came here to hunt whales...and write. Former Naval Officer. Current tech exec. Non-profit founder (https://t.co/7VBwKEHiCi)...special needs dad. Views are my own.","2014-02-16 15:21:50",3787,506,4465,"False","2020-08-08 13:09:23","There are few relationships like the ones you have with the dads of your Annapolis roommates. It¡¯s good to hear Bob¡­ https://t.co/RbukQPzlOX","","Twitter for iPhone","False"
"5808","EndPlasticPollution","missouri","Care about family, bikes, friends, having fun, renewable energy. Mad @ politicians wrecking our environment. BSc Environmental Science, 1997 Manchester Met Uni","2008-05-16 19:40:50",641,500,103739,"False","2020-08-08 13:09:15","Insanity. #covid19 superspreader event. Sturgis Motorcycle Rally: South Dakota town ready to welcome 250,000 bikers
https://t.co/cpRaY9INI8","['covid19']","Twitter for Android","False"
"5809","Sapna Kudchadkar, MD, PhD","maryland","Peds #ICU & #Anesthesia @HopkinsMedicine, @PICU_Up Director, Assoc Editor @PedCritCareMed, Study #PedsICU #sleep #delirium #ICUrehab, Mom, #COVID19 survivor.","2013-11-08 21:10:40",8928,1847,41550,"True","2020-08-08 13:08:32","Here¡¯s a naive ?:

I had robust #COVID19 antibodies 4 weeks after my infxn 5 months ago. 

I donated a total of 2.3¡­ https://t.co/6B1BwO4FD4","['COVID19']","Twitter for iPhone","False"
"5810","GPB News","georgia","Stand with the facts. Georgia's @NPR & @PBS station. On Second Thought @OSTtalk and Political Rewind @politicsgpb","2008-07-21 04:10:33",13477,2128,1836,"True","2020-08-08 13:08:00","#ICYMI 29 student athletes have tested positive for #COVID19 at 
@MercerYou only two weeks before the school plans¡­ https://t.co/mS5pSnQmKo","['ICYMI', 'COVID19']","TweetDeck","False"
"5811","Brotha Wolf","south carolina","Hi. My name's Will. #BlackLivesMatter #MJInnocent #graduate2020","2019-04-25 21:52:00",814,773,14030,"False","2020-08-08 13:07:48","Yes, this pandemic gets to me, which is y I'm wearing masks, distancing myself, washing my hands &amp; staying home as¡­ https://t.co/BPiAraHd6Z","","Twitter for Android","False"
"5812","~Marietta<U+270C>","tennessee","I can tell people are judgmental just by looking at them. <U+0001F607>","2011-04-03 11:33:01",115292,96293,90334,"False","2020-08-08 13:07:41","Barred from attending church, Christians hold worship service at Walmart in Pennsylvania, USA!

They come together¡­ https://t.co/j691yHuINP","","Twitter for Android","False"
"5813","Brian Lee","georgia","Freelance writer / PR-marketing contractor / history, travel & beer enthusiast   
#GoDeacs","2012-10-03 01:41:14",246,343,7430,"False","2020-08-08 13:07:10","#Thread 
Lots of folks counting different #COVID19 numbers. <U+0001F4B0> https://t.co/JgfC9YtQQa","['Thread', 'COVID19']","Twitter for iPhone","False"
"5814","Joyeta E.Anderson","florida","<U+0001F469><U+0001F3FD><U+200D><U+2695><U+FE0F>Retired RN, Midwife, Health Visitor, Case Manager. Proud American Citizen<U+0001F5FD><U+2696><U+0001F1EF><U+0001F1F2><U+0001F1EC><U+0001F1E7><U+0001F1FA><U+0001F1F8>","2017-01-09 15:11:18",1912,3560,46161,"False","2020-08-08 13:06:45","<U+0001F469><U+0001F3FD><U+200D><U+2695><U+FE0F>#DonaldTrumpDontCare
He's at his NJ Golf Course to collect
<U+0001F4B0><U+0001F4B0><U+0001F4B0>For Selfies! Prior to #COVID19 He had a great Sc¡­ https://t.co/0kBSvDxp7H","['DonaldTrumpDontCare', 'COVID19']","Twitter for Android","False"
"5815","Nelson Muffuh","new york","Strategist & Changemaker @UN for #SDGs / #GlobalGoals; #ClimateAction; & #DemographicDividend (empowering young people & women) | RTs not endorsement","2010-07-09 14:28:06",3168,2277,2915,"True","2020-08-08 13:06:44","#WearAMask #MaskUp to better protect each other. #COVID19 https://t.co/RsJ6GnPKdk","['WearAMask', 'MaskUp', 'COVID19']","Twitter for iPhone","False"
"5816","Cindy <U+0001F1FA><U+0001F1F8> <U+0001F98B>","indiana","History nerd! <U+0001F4DA>reading -#riding- #Vikings #TWD -#photos-#medieval history- #music #BVBLegion #RichardIII <U+0001F451> #Colts #Pacers #Purdue #BoilerUp #DoItInTheDirt <U+0001F3CD>","2010-10-09 23:25:13",11849,10434,105530,"False","2020-08-08 13:06:33","My niece Ivy who I haven't got to actually see in forever thanks to #COVID19 <U+0001F97A> I miss her! <U+2665><U+FE0F><U+2665><U+FE0F><U+2665><U+FE0F> https://t.co/x6QhbBmw0O","['COVID19']","Twitter for Android","False"
"5818","Adrian Tampanian","florida","Enjoying life in Tampa FLA","2009-02-28 05:55:45",284,1026,20612,"False","2020-08-08 13:06:15","This is what fascism looks like. Donald couldn't stop vote by mail so now he is stopping the mail. #Election2020¡­ https://t.co/iFQiLwd90k","['Election2020']","Twitter for Android","False"
"5819","James C. Ferguson","massachusetts","I write things for the stage and screen. I also have two wonderful kids who I try to look in on once and awhile.","2016-04-19 15:45:56",102,199,485,"False","2020-08-08 13:06:12","If you want to see my satiric take on how schools in a totally fictional (!) town might possibly handle some pretty¡­ https://t.co/s22iPqNIXx","","Twitter for iPhone","False"
"5820","activist360","new york","Founded by singer-songwriter Bill Madden, activist360 is a group of environmentalists who believe our climate is in crisis, and the time to act is now.","2020-07-31 22:30:47",192,2,5,"False","2020-08-08 13:06:08","COVID-19 Lockdowns Will Have Negligible Effect on Climate Change

https://t.co/UtajPchjDe

#Emissions #Economy¡­ https://t.co/pykpllJ3Rv","['Emissions', 'Economy']","Twitter Web App","False"
"5821","Jennifer Coleman","virginia","Army veteran. Golf fan. History buff.  Scorpio.","2013-11-27 15:43:31",1193,356,72607,"False","2020-08-08 13:05:36","@AliVelshi @ChrisVanHollen Hey, @SpeakerPelosi @SenSchumer
GET @AliVelshi in the room to NEGOTIATE with Mark Meadow¡­ https://t.co/t7wbwhkqvL","","Twitter for Android","False"
"5822","Sleep Vigilante MD, MPH, FAASM","indiana","Sleep Specialist Physician, Sleep Preacher ! Better Sleep = Better Health = Better Life ! Singh¡¯s 4-play for better sleep ! Creator of 360 degrees of Sleep !","2011-02-18 03:43:21",129,192,1499,"False","2020-08-08 13:05:32","#morethanhealers #jobs #economy #COVID19 #pandemic Retweet if you think your healthcare workforce is important ! Re¡­ https://t.co/5RziVezOJI","['morethanhealers', 'jobs', 'economy', 'COVID19', 'pandemic']","Twitter for iPhone","False"
"5823","Stephen De La Vega","california","I love Jesus and my family. Writer, blogger, small group leader. Every Bible study is God's. Let the Holy Spirit lead it. Check out my blog at the link.","2017-03-29 00:35:50",5234,2702,13852,"False","2020-08-08 13:05:19","#COVID19 still attacks

There are many points of view but the virus really does infect and that¡¯s why life is not n¡­ https://t.co/GqNTudVSbY","['COVID19']","Hootsuite Inc.","False"
"5825","ASME.org","new york","We're the American Society of Mechanical Engineers, with 100,000+ members in 140+ countries. Promoting engineering and allied sciences.","2011-08-11 22:00:16",27750,2736,8038,"True","2020-08-08 13:05:02","Automation can help tackle some of the farming industry's most pressing challenges, especially those that were heig¡­ https://t.co/Un1hpB7UhX","","Sprout Social","False"
"5826","TAPS","washington, d.c.","Tragedy Assistance Program for Survivors (TAPS) ¡ª Caring for the families of America's fallen heroes. Following or RT is not endorsement.","2009-04-15 12:27:24",43394,853,16148,"True","2020-08-08 13:05:01","News You Need To Know! Check out the TAPS Daily for stories impacting our nation's military, veterans, and our¡­ https://t.co/2tuWtEeBMX","","Sprout Social","False"
"5827","Greg Martin","georgia","Intensivist @EmoryMedicine, President-elect @SCCM. Improving #COVID19, #sepsis, #ARDS #PredictiveHealth through #DataScience #MedicalDevices & #ClinicalTrials","2009-08-25 12:18:53",4447,985,2867,"True","2020-08-08 13:05:00","Repurposing existing drugs is the fastest and perhaps the most effective way to address a rapidly emerging pandemic¡­ https://t.co/kS3iiZTJx8","","TweetDeck","False"
"5828","Dr. Ikrar","california","An <U+0001F1FA><U+0001F1F8> physician who try to become a mercy to all creation (Seorang dokter <U+0001F1EE><U+0001F1E9>  yang berusaha & bertekad menjadi Rahmatan Lil Alamin)","2020-02-03 06:37:29",10802,145,1015,"False","2020-08-08 13:03:59","My article is featured on the @ResearchGate #COVID19 community page. Read it here:  https://t.co/e85BUWNhxZ","['COVID19']","Twitter for Android","False"
"5829","<U+0001F30A><U+0001F1FA><U+0001F1F8>8<U+FE0F><U+20E3>7<U+FE0F><U+20E3> days<U+0001F3F3><U+FE0F><U+200D><U+0001F308><U+0001F30A>","new hampshire","Mr. & Mr. on 11.12.13 <U+2022> Public School Special Education Teacher <U+2022> Generation Y <U+2022> Rescue Dog Dad x 2 <U+2022> #ASU <U+2022> #PlymouthState <U+2022> #LGBTQ <U+2022> #Resister <U+2022> #Biden2020","2017-08-07 14:35:47",5968,5943,28589,"False","2020-08-08 13:03:48","Which domain (s) and/or sub-domains would you remove this year in light of #COVID19 and remote/hybrid models of tea¡­ https://t.co/bN4AdqiAjQ","['COVID19']","Twitter for iPhone","False"
"5830","Brett Catchings #VetsResistSquadron","california","Paramedic, Long Haul Trucker, Father, Desert Storm Veteran, Air Force Dad, RAIDER NATION, #FuckTrump #TheResistance #FBR #NeverAgain #combatvetsresist #DACA","2017-01-26 03:09:04",3823,4995,11327,"False","2020-08-08 13:02:59","Hey @RonDeSantisFL why aren't your agricultural inspectors wearing masks, when I'm required to stop and allow them¡­ https://t.co/7cl9htHofT","","Twitter for Android","False"
"5831","Mr T 2","colorado","Small Government advocate, #copolitics, Big Government=corruption, #NRA, #2A, Conservative, My Tweets=my personal opinions, RT may not be endorsement","2012-11-09 20:27:45",18123,18176,106404,"False","2020-08-08 13:02:50","Denver #covid19 hospitalizations.
I don¡¯t think you could flatten this any more without locking people up in camps.¡­ https://t.co/S21xyBlSgy","['covid19']","Twitter for iPhone","False"
"5832","Ren","ohio","Female USAF Vet 4N151 WHMC 59 MDW 59 SOS. Live by my oath & USAF Core Values. Outdoor photographer. No filter, no BS. Independent. Atheist. Go Bills","2017-06-28 20:24:37",18193,13678,101787,"False","2020-08-08 13:02:47","27/ Sign up to receive email updates from the Committee as it continues to learn more about how #COVID19 will impac¡­ https://t.co/1Wz1diqWwK","['COVID19']","Twitter for Android","False"
"5833","Ren","ohio","Female USAF Vet 4N151 WHMC 59 MDW 59 SOS. Live by my oath & USAF Core Values. Outdoor photographer. No filter, no BS. Independent. Atheist. Go Bills","2017-06-28 20:24:37",18193,13678,101787,"False","2020-08-08 13:02:46","25/ What should veterans do if they think they have #COVID19?

Veterans who think they have #COVID19 should call th¡­ https://t.co/4TOmm6QjnC","['COVID19', 'COVID19']","Twitter for Android","False"
"5834","Susan R. Sorrell","south carolina","I am the owner/artist of Who Doo Arts and Creative Chick studios. #painter #abstractart #fiberart #yeahthatgreenville #southernart #sorrell","2015-02-03 00:48:43",246,1452,150,"False","2020-08-08 13:02:40","Buy a cool art mask!
https://t.co/bRR9Q7x5m5
$11.99 plus shipping

#mask #masks #staysafe #covid19 #whodooarts¡­ https://t.co/cSTNu8d11A","['mask', 'masks', 'staysafe', 'covid19', 'whodooarts']","Instagram","False"
"5835","New York Legal Assistance Group (NYLAG)","new york","NYLAG provides free civil legal services & financial empowerment & engages in policy advocacy to help people experiencing poverty, with low income or in crisis.","2011-08-26 14:27:26",3654,1052,4296,"False","2020-08-08 13:02:18","#ICYMI: In July, @NYGovCuomo signed a new law that permanently prevents unpaid rent that accrued during the pandemi¡­ https://t.co/7TKoJkLewg","['ICYMI']","Hootsuite Inc.","False"
"5836","AHRMM","illinois","Association for Health Care Resource & Materials Management of the American Hospital Association is the organization for health care supply chain professionals.","2009-07-31 17:45:01",3385,354,600,"True","2020-08-08 13:01:53","COVID-19 Response Tactics Sharing Survey: Help us gather, compare and share #COVID19 experiences with this short su¡­ https://t.co/ZhMh4RpGqi","['COVID19']","Hootsuite Inc.","False"
"5837","Doug Ducey","arizona","Governor of Arizona","2009-02-06 04:35:14",122903,1764,8682,"True","2020-08-08 13:01:27","Pre-register for free #COVID19 saliva testing TODAY at @StateFarmStdm: https://t.co/rlXGeOKPyT @AZDHS @ASUBiodesign","['COVID19']","Twitter Web App","False"
"5838","Oklahoma Watch","oklahoma","Nonprofit investigative reporting team covering public policy issues that affect Oklahomans.","2010-12-06 18:00:15",14923,2901,1778,"False","2020-08-08 13:01:24","More than 100 class-action lawsuits have been filed against universities and colleges for the repayment of fees. Ma¡­ https://t.co/AHPmezcHoT","","Buffer","False"
"5839","Pam Hardwick","texas","<U+0001F30A> Let¡¯s BRING BACK DEMOCRACY! PLZ FOLLOW Me! Wisdom by Pam- ¡°A great leader uses critical thinking. A poor leader uses eenie, meenie, minee, mo.#Resist","2017-08-29 15:28:35",1962,2218,4930,"False","2020-08-08 13:01:02","Early release of non-violent offenders in federal prisons to stop #COVID19 spread is a farce -except for TRUMP cron¡­ https://t.co/BGoVaOBnh8","['COVID19']","Twitter for iPhone","False"
"5840","Shruti Patel, MD","minnesota","<U+2695><U+FE0F>Internal Medicine Resident at Mayo Clinic Rochester <U+2022> PGY3 | @KeckMed ¡®18 | @UCSDalumni | Aspiring Oncologist | Interests: #CardioOncology & #equity research","2013-07-13 18:20:53",1827,774,3152,"False","2020-08-08 13:00:41","@NCIDirector speaking on how #COVID19 has affected clinical trials - he highlights the changes made during the pand¡­ https://t.co/te4oH1RvzG","['COVID19']","Twitter for iPhone","False"
"5841","JustACTIONS","new york","Trying to persuade YOU to advance one or more of the ten goals that matter the most for global progress. All tweets by Leith Greenslade.","2011-05-16 02:06:40",1813,4995,3436,"False","2020-08-08 13:00:28","Almost 1,000,000 new confirmed #COVID19 cases in one week across #EveryBreathCounts ""double-burden"" #pneumonia coun¡­ https://t.co/LsMxXpsfTY","['COVID19', 'EveryBreathCounts', 'pneumonia']","Twitter Web App","False"
