user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
"I & PR Department, Odisha",Bhubaneswar,Information & Public Relations Dept. Govt. of Odisha.,2016-06-16 18:54:02,217039,86,1105,True,2020-07-25 10:59:08,Live Press briefing #Covid19 https://t.co/MB9yPD2Cyf,['Covid19'],Periscope,False
New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,716342,411,874,True,2020-07-25 10:59:05,"#NSTsports ""A few days ago, following the #Qatar Stars League protocol, I tested positive in the last #COVID19 test… https://t.co/AQHvAfmLLZ","['NSTsports', 'Qatar', 'COVID19']",TweetDeck,False
Wim Verhoeven,,"Member advisory council, former int'l project manager, many areas of interest, sports cycling , running.   Region Amsterdam, The Netherlands",2012-08-30 09:29:47,780,733,397,False,2020-07-25 10:59:05,"""Americans will receive the vaccine for free "" ..... 100 mln? #vaccines #COVID19 #Health #safety...(?) #US https://t.co/7hQgMLUsDc","['vaccines', 'COVID19', 'Health', 'safety', 'US']",Twitter Web App,False
Gary Friedman,"New Hampshire, USA",Physician and Anesthesiologist.,2011-03-21 16:54:42,53,159,61,False,2020-07-25 10:59:04,"@ASALifeline @DocAsha_com #facemask #MaskUp #MasksSaveLives #COVID19  I wear a mask at home, in the #grocerystore a… https://t.co/XurJa8fhjs","['facemask', 'MaskUp', 'MasksSaveLives', 'COVID19', 'grocerystore']",Twitter Web App,False
Paul Gower,"Wales, United Kingdom","I help people build a network marketing business selling #coffee #tea #health shakes, which is enriched with #ganoderma #health",2011-07-25 18:01:12,317,702,3130,False,2020-07-25 10:59:03,"You go into #hospital and any kind of mask is acceptable, but #publictransport want you to wear 3 ply #masks #COVID19 #NHS","['hospital', 'publictransport', 'masks', 'COVID19', 'NHS']",Twitter for iPad,False
Jaideep Pandey,नई दिल्ली.. लखनऊ से via नोएडा,"Independent Journalist | Politico-Legal Observer |
Words in @DeccanHerald, @NewIndianXpress
""आज यहाँ, कल कहाँ कूच है, कौन जानता, किधर सवेरा""
RTs ≠ Endorsements",2012-03-30 05:52:06,3264,199,8388,False,2020-07-25 10:59:03,"#Srinagar #URGENT #Verified 
Need B+ #blood #plasma of a #COVID19 recovered person at SKIMS, Soura. Call: 941900454… https://t.co/nw8n19VkSp","['Srinagar', 'URGENT', 'Verified', 'blood', 'plasma', 'COVID19']",Twitter Web App,False
NEWS9,BENGALURU,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",2012-07-12 05:31:57,25592,6,84,True,2020-07-25 10:59:00,"#BIGNEWS: #Bihar reports 2,803 fresh #COVID19 cases in the last 24 hours. Total number of cases in the state rises… https://t.co/dRrdrg7AOO","['BIGNEWS', 'Bihar', 'COVID19']",Twitter Web App,False
Enepomosena🇺🇸Anglo&SpanishAmericanPatriot🇺🇸,United States,"God, Family & Country / USAF Vet /1A & 2A / #MAGA  #KAG *INDEPENDENT THINKER* Loathe #IdentityPolitics, #Victimhood",2009-03-16 11:23:35,3781,4970,61429,False,2020-07-25 10:58:58,"@pisces_jessica @johncardillo It's labs &amp; other medical facilities that are ""private"" that are reporting erroneous… https://t.co/Fqgq3N0rT1",,Twitter for Android,False
Bennett Hunter,,"Husband to an amazing Wife. Father of Two outstanding Sons. 
""True Liberty requires Evolution, not Revolution.
In the age of information, ignorance is a choice""",2013-03-23 15:41:48,1046,715,24655,False,2020-07-25 10:58:58,"#COVID19 #coronavirus 
Paying civil servants to stay home and do nothing in COVID-19 pandemic has so far cost Ottaw… https://t.co/c1k1OVsZ3e","['COVID19', 'coronavirus']",Twitter Web App,False
Kunal D Saikia,India,Happiness is contagious,2010-03-29 17:49:32,103,337,15904,False,2020-07-25 10:58:57,The story of vaccines and #Covid19  https://t.co/5dywnJYAWX,['Covid19'],Twitter for Android,False
Daren Haines,Cinderford,This account is an autobiographical parody. I am continually searching for a word to describe my life while watching life pass me by.,2015-10-20 18:51:44,17,21,3,False,2020-07-25 10:58:47,@SkyNews Good for you! #Covid19 #Coronavirus #Facemask #Facecoverings,"['Covid19', 'Coronavirus', 'Facemask', 'Facecoverings']",Mobile Web (M2),False
TaylorMade50,,"4th acct. I'll be nicer this time around.


Give me a follow. In the words of the Orange Menace ""what have you got to lose?""

Maybe.",2020-07-13 10:53:57,15,86,159,False,2020-07-25 10:58:45,"@eaterchicago @chicagobars A Michelin Recognized Chef died from #COVID19  in Chicago
..
..

But bars????

Lives mean nothing.",['COVID19'],Twitter Web App,False
bladerunner,New York,Trader Junkie! Smack talker! Don’t take it seriously..,2017-05-28 01:56:15,463,192,2782,False,2020-07-25 10:58:43,"#Sweden model superior, #sarscov2 #covid19 viral mutation creates defective genomes still allow virus replicate but… https://t.co/1j9ulo41Rs","['Sweden', 'sarscov2', 'covid19']",Twitter Web App,False
🇷evolution Streams,Revolution Front Lines,🆆 🅰🅺🅴 🆄 🅿👁👁 Citizen Journalist Livestream pioneer since 2011 during Occupy Wall St. Both sides are corrupt! They are playing us all! Stop voting evil!,2011-10-17 02:05:20,6769,7043,33149,False,2020-07-25 10:58:41,Been calling this for months and I'm not an expert. Why has it taken experts so long?  Wear masks! #chuds… https://t.co/VDKptMbvsN,['chuds'],Twitter Web App,False
Sarai Llamas,Spain / Italy,Creative Design + Art Direction + Illustration #MedArt #SciArt,2011-03-09 13:16:40,4602,422,10709,False,2020-07-25 10:58:41,"DON'T PLAY RUSSIAN ROULETTE WITH COVID-19. It´s gun is always fully loaded.

#MedArt #medicalart #Microbiology… https://t.co/aiLmvuBnsh","['MedArt', 'medicalart', 'Microbiology']",Twitter for iPhone,False
JoeVideo,New Jersey,I'm a guy who shoots sports & entertainment and loves every second of it!,2009-03-16 00:37:44,142,162,8516,False,2020-07-25 10:58:37,"If the NYC and Philly media did their jobs, this would be a major scandal.  See Kurt's FB oage for detailed analysi… https://t.co/Bn6Urxa0lY",,Twitter for Android,False
Dominique Hogan-Doran SC,Australia,Senior Counsel Assisting the Royal Commission into National Natural Disaster Arrangements. RT etc not necessarily endorsement.,2010-03-22 07:22:00,2574,3210,16353,False,2020-07-25 10:58:36,#Throwback to February. Had my first #covid19 test this week. #eyewatering Feeling for my extended family and… https://t.co/ona6nihnv4,"['Throwback', 'covid19', 'eyewatering']",Twitter for iPhone,False
JacquiWine,,"Book lover, film lover, wine lover. Manager of an independent bookshop in the South East. I write about books at JacquiWine's Journal. Tweets my own views etc.",2009-05-16 12:35:37,2935,976,1286,False,2020-07-25 10:58:30,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/niF9IXBhyV",['COVID19'],Tweetbot for iΟS,False
amelie,,"junior doc, love innovation and tech.
Views own...mental health matters.",2010-11-23 23:10:32,114,412,1017,False,2020-07-25 10:58:26,Thankyou for your excellent study exploring social determinants of health among #COVID19 patients.… https://t.co/YBZmOvKkxW,['COVID19'],Twitter for iPhone,False
Sam Acosta,"Manila, Philippines",https://t.co/rTX9TqAPcd,2009-12-10 02:42:01,90,267,8,False,2020-07-25 10:58:26,"CNN: Bill Gates: US infection rate is deeply troubling.

 #covid19 #distancing #pandemic https://t.co/eey8Li7f53","['covid19', 'distancing', 'pandemic']",LinkedIn,False
Peter 🎧,London,"A disabled (Cerebral Palsy) DJ with a foot for mixing, and a gamer! My views and tweets can be risque, you've been warned.
Business enq: bookings@djpalsyp.com",2009-01-20 13:31:07,293,494,357,False,2020-07-25 10:58:22,"This fucks me off so much, then you get cunts who think there's no such thing as #COVID19 or comparing it to swine… https://t.co/BKXF2LkcLS",['COVID19'],TweetDeck,False
VirgodNoviceWriter/Belema bridals /Style closet,"Lagos, Nigeria","Dark skinned tailor,fashion illustrator,  bridal plug
Outspoken.
Mixed south breed.
Novice poet
Spiritual  not a fanatic
@stylecloset_ng on insta",2017-10-07 12:44:17,461,738,4190,False,2020-07-25 10:58:16,"New post up on the blog..
https://t.co/mitde5NqO6

I could not sleep at night ,so I wrote.
I have had writer's bloc… https://t.co/QIuglJhiBM",,Twitter for Android,False
SamTalks,World,#ECOEvangelist. Digital Economist . Innovator. 4.0 industrialist & Strategic Life Analysts with a VISION for #Africa. Lead @fortheECO #Letsdoit #ECO,2016-10-03 16:16:09,638,3325,3842,False,2020-07-25 10:58:14,@OmarBolaji @NOYA_FMYS @NigeriaFMYS @SundayDareSD @OMYSDNg @kemiAnnAreola @SirBusayoAmusan Well it’s a great initia… https://t.co/NNuB54JhmH,,Twitter for iPhone,False
Barnet Home Carers,"Barnet, London",Formerly known as Community & Home Support Service. Supporting Barnet residents for over 30 years to continue living in their own homes.,2019-03-10 18:51:32,60,19,4,False,2020-07-25 10:58:12,We have updated our guide to #atHomecare to now include a Coronvirus section. Download the free guide at… https://t.co/GU2u5Ydwa8,['atHomecare'],Zoho Social,False
COVID-19: The Numbers,"Florida, USA",A robot that tweets the numbers behind COVID-19. Built by @al5ina5.,2020-07-21 08:53:29,14,87,3,False,2020-07-25 10:57:59,"#Coronavirus in #Honduras: There is a total of 1,061 confirmed deaths from #COVID19.","['Coronavirus', 'Honduras', 'COVID19']",Sebastian's Twitter Bot,False
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,433,1,0,False,2020-07-25 10:57:57,"313 new cases in the United Arab Emirates 

[11:57 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False
NENGI BBN,,,2015-06-27 14:29:36,413,760,3606,False,2020-07-25 10:57:53,Like for follow guy.. Kindly follow back... #NengiOurChoice #nipost #HouseOfTacha #COVID19 #SayNoToNipostFee… https://t.co/FPFiuMrZcJ,"['NengiOurChoice', 'nipost', 'HouseOfTacha', 'COVID19', 'SayNoToNipostFee']",Twitter for Android,False
#HCQworks,United Kingdom,#DidierRaoult #ZelenkProtocol for successful treatments #Hydroxychloroquine best when given early + #Zinc + #VitaminD + #VitC #HCQ #hydroxychloroquineworks,2009-06-29 06:25:54,220,302,855,False,2020-07-25 10:57:52,"Is #Hydroxychloroquine a safe and effective treatment for #COVID19 ?

#HCQ #COVID #coronavirus","['Hydroxychloroquine', 'COVID19', 'HCQ', 'COVID', 'coronavirus']",Twitter Web App,False
Alexandra Durso,,,2020-05-30 12:43:44,18,21,530,False,2020-07-25 10:57:49,"#COVID19 will go down in history as the biggest HOAX fabricated by the LEFT and #FakeNewsCNN to win the elections,… https://t.co/gnrzMwLrXH","['COVID19', 'FakeNewsCNN']",Twitter for iPhone,False
Frank #KBF,"Great Wolford, England","Si vis pacem, para bellum. Despised by @initintegrity @dankaszeta @BritishArmy 77th Brigade. Considered part of 'Putin's Secret Police' by @johnsweeneyroar",2019-06-23 09:32:24,591,309,5858,False,2020-07-25 10:57:48,"@toppertje @LaraCrabb Masks don't stop #covid19, we've enough evidence of this now.

Covid19 = .1 micron
Average ma… https://t.co/oon6Sg7NvP",['covid19'],Twitter for Android,False
Muhammad Ariff,Ireland,"Anyone who has ever looked into the glazed eyes of a soldier dying on the battlefield will think hard before starting a war.

Otto von Bismarck",2015-07-10 15:36:17,3891,1183,52932,False,2020-07-25 10:57:45,"It's an emotional anniversary today, yesterday we were supposed to be on our way to perform of Hajj pilgrimage. Sad… https://t.co/SNejZ7oYgN",,Twitter for Android,False
Furkan Dosdoğru,"Bonn, Germany",Science & Policy @UNCCD 🇺🇳| #GlobalGoals #ClimateAction #LifeonLand #LDNtargets Motto: “Healthy land; healthy people” | Views are my own. RT≠endorsement,2011-08-24 12:08:16,186,474,2063,False,2020-07-25 10:57:32,"According to a new research, published in the journal Science, the cost of preventing future #pandemics over the ne… https://t.co/R9Hy6ZXTu7",['pandemics'],Twitter for iPhone,False
Caro Ma,The Netherlands,One World 4 All / Fair Trade / Sustainability / Politics / History / Science / Nature / Culture / Health / Beautiful pictures,2014-09-27 09:20:02,591,1944,29619,False,2020-07-25 10:57:31,@realTuckFrumper unbelievable 😲😳. This superdoctor who has saved and is saving so many lives is threatened after at… https://t.co/bJa8xZ6e8j,,Twitter Web App,False
Jane Richard,"Lagos, Nigeria",Unattractive when young but hotter now without the hot person's complexion You surely have a better music taste than me Voted nicest ear in my extended family,2018-10-19 21:45:52,510,71,99,False,2020-07-25 10:57:30,"Imitation makeup of @TiwaSavage by your favorite MUA ❤️

#imitationmakeup #alreadyvideo #COVID19 #TheKissingBooth2… https://t.co/Es7zuVIJy9","['imitationmakeup', 'alreadyvideo', 'COVID19', 'TheKissingBooth2']",Twitter for iPhone,False
COVIDENCE UK,London,"The COVIDENCE UK Study: Your data, fighting coronavirus. The study is open to anyone who lives in the UK and is aged 16 or older. #COVIDENCEUK",2020-04-01 10:12:25,375,183,467,False,2020-07-25 10:57:27,Depression and other mental health disorders can cause a weakened immune response which can affect how we fight  il… https://t.co/kc6pdlLnia,,Twitter Web App,False
EmbaCubaJapon,"Minato-ku, Tokyo",Embajada de la República de #Cuba en Japón 🇨🇺 駐日キューバ共和国大使館 Embassy of the Republic of Cuba in Japan,2014-06-05 14:09:49,3779,855,16306,False,2020-07-25 10:57:26,"Another Cuban medical brigade to fight #Covid19, this time to #VirginIslands . 
#CubaSalvaVidas https://t.co/hQAw0ftjkB","['Covid19', 'VirginIslands', 'CubaSalvaVidas']",Twitter for Android,False
Eagle News Hawaii-American Samoa/EBC Hawaii-AmSam,Hawaii+American Samoa+BEYOND,"Eagle Broadcasting Corporation: a mass multimedia network in the Philippines with regions in the Americas, Europe & Asia. Hawaii Bureau: established in 2013.",2019-06-15 03:10:12,284,171,433,False,2020-07-25 10:57:24,"#HurricaneDouglas #updates 

Now Category 2

@CivilDefenseHI + @CountyofMaui under #TropicalStorm #Warning… https://t.co/1IIiI5ny8s","['HurricaneDouglas', 'updates', 'TropicalStorm', 'Warning']",Twitter Web App,False
Coronavirus CoVid-19 Updates,,"This account will tweet the current confirmed CoronaVirus #Covid19 #NCOV infections.

run by @sloth_on_meth",2019-02-11 13:26:07,107626,148,417,False,2020-07-25 10:57:18,"Coronavirus Update:
☣️️ Total cases: 15,969,934 (+9,427) ☣️️
⚠️ Current cases: 5,563,436 (+3,049) ⚠️
⚰️ Deaths: 643… https://t.co/PgblQaIujB",,CoronaVirus Bot by Sloth,False
Billy Linehan #CrushtheCurve,Ireland,Small business adviser | mentor | @Celtar_Advisers | contrib @Irish_TechNews | @StartupBallymun @LEODublinCity | #SupportSmallBusiness #Growth #CrushtheCurve,2009-06-15 13:12:52,2278,3245,29515,False,2020-07-25 10:57:14,"Protecting Irish people from #COVID19 is beyond farce says Eoghan Corry, speaking with no understanding of pandemic… https://t.co/ImIJPQ92bC",['COVID19'],Twitter for Android,False
CƦYP₮ΘɱΞƦ 🐻,From a place beyond time,無限月読 - INFINITE TSUKUYOMI,2016-10-06 07:55:36,1335,755,12512,False,2020-07-25 10:57:11,Do you believe in #covid19 or do you think it's a hoax #CovidHoax?,"['covid19', 'CovidHoax']",Twitter for Android,False
Mapus-Smith & Lemmon,King's Lynn,"Chartered Accountants based in King's Lynn, Downham Market & Wisbech offering a variety of accounting, taxation and auditing services. Adding value since 1918!",2014-05-07 11:08:58,641,581,621,False,2020-07-25 10:57:00,Download our free App to receive regular updates regards the measures in place to assist you and your business at t… https://t.co/3cz2c8nzgc,,TweetDeck,False
Quinn Daniels,Somewhere Over the Rainbow,"Right matters, and the truth matters. Otherwise, we are lost.
🇺🇸#ImpeachBarr ImpeachTrumpAgain🇺🇸",2017-01-24 05:14:03,1589,1490,32894,False,2020-07-25 10:56:59,"@DonnyTheMessiah @PalmerReport @realDonaldTrump ""Many people are saying I play baseball as well as I am handling th… https://t.co/H5Ne1P6OO3",,Twitter for Android,False
Richard Bell,"London, England",Engineering & Onshore Renewable Energy Insurance Underwriter. Currently with the @NFUM NFU Mutual,2016-04-25 09:43:04,122,387,89,False,2020-07-25 10:56:58,#covid19 #noexcuse Doctor runs 22 miles wearing mask to debunk myth they lower oxygen levels https://t.co/pcxPHqoNEX,"['covid19', 'noexcuse']",Twitter for Android,False
Esther Pak,"Geneva, Switzerland",Swiss-based Korean-American grad student @IHEID from Chi-Town. @JohnsHopkinsSPH alum. Jazz/comedy aficionado. Tweets about global health and life epiphanies.,2014-02-08 22:12:45,137,285,2493,False,2020-07-25 10:56:56,"#WHO declared #COVID19 a #PHEIC on January 30 when it had infected 7000+ people and 18 countries.

H1N1 was designa… https://t.co/ZrFeZ7v6a9","['WHO', 'COVID19', 'PHEIC']",Twitter Web App,False
Borderless Media,"Kampala, Uganda",Know The World | Email: borderlessmediaug@gmail.com,2020-04-09 20:59:32,55,223,52,False,2020-07-25 10:56:45,"VIDEO: @eddykenzoficial returns home after spending 4 months in Ivory Coast due to the #COVID19 lockdown.
cc… https://t.co/Jei4pzMUtj",['COVID19'],Twitter Web App,False
✊Franc-Tireur🗽,🪐,Committed to getting into #GoodTrouble #ICantBreathe #NoPasarán,2014-10-28 15:00:14,1887,5001,239113,False,2020-07-25 10:56:42,"@Salacia_sea @kylegriffin1 It’s way beyond right leaning.

Pretending #AnthonyFauci is responsible for #COVID19 is… https://t.co/DvIaJukgc0","['AnthonyFauci', 'COVID19']",Twitter for iPhone,False
National Cyber Security,"Atlanta, GA","We are a leader in #news for #cybersecurity #hacker , #hacking, #techjobs, #NationalCyberSecurity Download our #app ""National Cyber Security 5.0""",2010-01-27 22:48:24,5425,161,8,False,2020-07-25 10:56:41,Beware Scammers Posing As COVID-19 Contact Tracers | #coronavirus | #scams | #covid19 https://t.co/Z3jMeNteHi,"['coronavirus', 'scams', 'covid19']",WordPress.com,False
Professor Pongo! Independent Bi Female🗽⚖️♥️🕷️🕸️,One day we'll all be #Free 💸,"#IDWP
#ManifestPeace☮️
""We, as a people, will get to the promised land! And so I'm happy, tonight."" MLK
💙 stay cool
💚 manifest peace
@CrOwnSphMinX @rapedearth",2016-09-04 02:14:13,401,4999,8466,False,2020-07-25 10:56:41,"🎼🎵🎶24 HR MUSIC &amp; #GoodMorning w/ @dev_101😊
https://t.co/BEGDUVTdFi @BBCR1 #BBCR1 #1Xtra

#COVID
#COVID19… https://t.co/WxLSyHBH1M","['GoodMorning', 'BBCR1', '1Xtra', 'COVID', 'COVID19']",Twitter Web App,False
The New Indian Express,Chennai,"All the tweets for breaking news & views.
Facebook: https://t.co/2JWnDQzN07
YouTube: https://t.co/j6jQDbuEjK",2009-12-05 09:24:55,445257,552,540,True,2020-07-25 10:56:40,"After gradually ramping up its #COVID-testing capacity, #India hit a record high, conducting over 4.20 lakh tests i… https://t.co/pxZ24KRzjY","['COVID', 'India']",Twitter Web App,False
Politic@l Spinner.,brisbane,Australian politics with humour some tweets triggers a few 🙄  unhinged shit stirrer at times 😜,2013-01-21 09:37:19,20370,2472,219444,False,2020-07-25 10:56:39,Morrison Govt not sitting in parliament again  for health reason but allows two ministers to go to US where cases a… https://t.co/GSbhg7QjQr,,Twitter for Android,False
Jan Norton,,"Welsh, music-loving, book-reading, poem writing, techie computer addicted escapee English teacher .",2008-11-02 23:06:06,502,718,31759,False,2020-07-25 10:56:37,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/600qcUPpQs",['COVID19'],Twitter for iPhone,False
LatestLY,"Mumbai, India","https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd",2017-02-07 05:41:28,62622,348,97,True,2020-07-25 10:56:36,"IIT Kharagpur Researchers Develop Portable Device That Can Test for COVID-19 at Cost of Rs 400, Show Result In 1 Ho… https://t.co/hDuaFRBuYA",,Twitter Web App,False
Anne Arundel Health,"Anne Arundel County, Maryland","Anne Arundel County Department of Health - 
Official Twitter Source for Health Updates",2009-04-06 18:23:08,6976,336,3884,True,2020-07-25 10:56:30,"Free #COVID19 Testing. Mon., July 27, SunValley Shopping Center, 7933 Baltimore Annapolis Blvd #GlenBurnie, 9:30am–… https://t.co/C8TSwxdU2u","['COVID19', 'GlenBurnie']",TweetDeck,False
Moneyweb News,South Africa,"Credible business, finance and investment news to empower and inform our community.",2009-03-04 09:44:32,130223,2519,2297,False,2020-07-25 10:56:25,Hollard Insurance says it will provide relief to small and medium businesses hit financially by a lockdown to curb… https://t.co/cITcdxCQum,,Buffer,False
Nick Short,Bath & Suffolk,"Cricketophile, classiccarsophile, historyophile, germanophile, and russophile. Photography too. For photos of 1890s London, please see my other account: @UrbsR.",2010-12-04 12:34:10,6501,3128,331013,False,2020-07-25 10:56:20,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/1B3xmEH0fN",['COVID19'],Twitter for iPhone,False
Sam Acosta,"Manila, Philippines",https://t.co/rTX9TqAPcd,2009-12-10 02:42:01,90,267,8,False,2020-07-25 10:56:19,"CNN: The latest on the coronavirus pandemic: Live updates.

 #covid19 #pandemic #disasters https://t.co/Fu2BxGkvsV","['covid19', 'pandemic', 'disasters']",LinkedIn,False
IANS Tweets,New Delhi,India's largest independent News Agency,2010-05-08 13:21:45,52155,45,65,True,2020-07-25 10:56:16,"Senior politician @ShankersinhBapu, who recently got treated for #COVID19, posted photos on his Twitter account whi… https://t.co/5mHUnPNb91",['COVID19'],Twitter Web App,False
Modeste Gashayija,,"Mph, Expert in ASRH, Experience: RMNCAH; HIV Programs; Health Systems Strengthening: M&E, Quality and Accreditation.
Proudly 🇷🇷🇼🇼",2011-12-12 06:36:37,555,1796,7062,False,2020-07-25 10:56:14,Thanks @PIH and @ughe_org for this unique opportunity to learn from the highest scientists and public health leader… https://t.co/enWvXu9qtn,,Twitter for Android,False
STARGᐰTE TRASH 🇪🇺,"Atlantis, Pegasus Galaxy",My mind is a maze of creativity that is desperately seeking an escape route and procrastination is my middle name. Rodney McKay is my spirit animal. #SPNFamily,2012-03-14 16:00:13,163,82,4184,False,2020-07-25 10:56:09,"#COVID19 can result in prolonged illness even among persons with milder outpatient illness, including young adults.… https://t.co/uOjimfnfyT",['COVID19'],Twitter Web App,False
Gert van der Hoek,Netherlands,Health: it's all about your mitochondria.   I prefer food that has been processed or refined as little as possible.,2009-01-29 12:32:31,1994,347,4118,False,2020-07-25 10:56:08,"medRxiv-On the effect of age on the transmission of SARS-CoV-2 in households, schools and the community… https://t.co/9nwkgteGja",,Twitter Web App,False
James K. Kim,Upstate New York,Freelance digital marketer helping people build profitable online businesses,2012-07-20 19:15:42,1862,2150,8330,False,2020-07-25 10:56:06,Denying truth doesn’t change facts. #coronavirus #covid19 #pandemic #quarantine #lockdown #masks #wearamask #health… https://t.co/ta2hQo0v0Q,"['coronavirus', 'covid19', 'pandemic', 'quarantine', 'lockdown', 'masks', 'wearamask', 'health']",Twitter for iPhone,False
1310 NEWS,"Ottawa, Ontario",1310 NEWS. News. Talk. Sports.,2010-09-14 18:28:11,26815,1043,1252,True,2020-07-25 10:56:05,"Employee at Carleton Lodge tests positive for COVID-19 #ottnews #COVID19
https://t.co/vdNqhxM36r","['ottnews', 'COVID19']",Salesforce - Social Studio,False
Just Chifhiwa,South Africa,Actor | Prankster |,2017-12-18 20:56:35,9074,7474,1537,False,2020-07-25 10:56:03,"Hello. I'm asking for retweets and subscriptions 🙏🏽🙏🏽 https://t.co/UdAPCaR41h
#alreadyvideo #COVID19… https://t.co/eVV7wJQnCg","['alreadyvideo', 'COVID19']",Twitter for Android,False
Rob Johnstone,"Herts., UK",I've discovered I'm allergic to coffee. How the hell am I going to stay awake now?,2009-02-02 22:31:48,98,53,393,False,2020-07-25 10:55:59,If pubs have to take your contact details why don't cafés? #COVID19 question,['COVID19'],Twitter for Android,False
scullen24,,"Bereavement midwife, passionate about high quality bereavement care. Also Schwartz round facilitator and interested in all things research #whywedoresearch",2009-09-23 19:11:53,529,1604,2034,False,2020-07-25 10:55:54,Worrying stats from a London hospital showing a significant increase in stillbirths during lockdown. Authors sugges… https://t.co/pMX8HRpax3,,Twitter for iPhone,False
Sirio Fiorino,,"Physician, Medicine Unit Ospedale di Budrio (Bologna, Italy). Liver diseases, HBV- and HCV-related chronic hepatitis, pancreatic diseases, Liver and pancreatic",2020-07-24 19:44:15,0,0,0,False,2020-07-25 10:55:51,My publication is featured on the @ResearchGate #COVID19 community page. Read it here: https://t.co/DWLHb70Qx1,['COVID19'],Twitter Web App,False
Udayavani,Manipal,Udayavani is a hyper-local news and infotainment platform capturing the pulse of Coastal Karnataka In English and Kannada,2011-05-04 12:50:52,61420,124,4366,False,2020-07-25 10:55:50,"#COVID19: India's testing hits record high of 4.20 lakh samples a day
https://t.co/qxX1OvnnZW",['COVID19'],Twitter Web App,False
FirstTrip.ru,Global,Breaking News on First https://t.co/mGglPs3BSj,2020-04-09 20:50:39,2,6,1,False,2020-07-25 10:55:49,"The second wave of coronavirus has already hit Germany, the state premier of Saxony, Michael Kretschmer, has said.… https://t.co/p8ZhKaQPwe",,Blog2Social APP,False
One More Good Man,UK,"Atheist, iconoclast, environmentalist, republican (not the US sort), feminist, humanitarian, White Ribbon Ambassador. All views my own.",2013-08-24 10:06:41,304,391,8996,False,2020-07-25 10:55:47,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/aDOfsXXpxN",['COVID19'],Twitter for Android,False
Alessandra Assenza,,,2014-06-03 14:17:08,259,212,945,False,2020-07-25 10:55:45,What was the involvement of social partners in designing and implementing social and economic measures during the p… https://t.co/tt6TcaSMxm,,Twitter for iPhone,False
parthanath174,Lakshmipur,"I am an Expert Designer in #Fiverr.
Please Order Me: https://t.co/FIeyTqJQVs",2019-12-28 03:51:33,87,2655,347,False,2020-07-25 10:55:39,"I will design business corporate flyer, postcard and more design 24 Hours 
Please Order Me: https://t.co/fv4Twplx9t… https://t.co/osWXUPefQq",,Twitter Web App,False
TU Left Forum,,"https://t.co/sQODW0z82f
tuleft@gmail.com",2013-09-06 14:00:10,1029,880,788,False,2020-07-25 10:55:39,"Third Dublin Building Site Closed down after #COVID19 cluster detected.

Are protocols being adhered to? If not rep… https://t.co/m3uM5QaoPm",['COVID19'],Twitter for Android,False
Friends of Europe,"Brussels, Belgium","The think tank for a more inclusive, sustainable and forward-thinking Europe. #EuropeMatters",2010-02-23 12:03:11,38142,1179,3755,False,2020-07-25 10:55:38,2020 was meant to be a breakthrough year for #EU-#China relations. Two official Summits had been planned and a 'Com… https://t.co/LsxNlULGiD,"['EU', 'China']",SocialPilot.co,False
Uncle Mellow - #Eddystonetower & #Deptford Media,Mellowmedia HQ London SE8,"Thanks Twitter for giving #Eddystonetower in #London a global audience. Hourly local news tweets from our Mellowmedia HQ 
Lech Wałęsa our hero #blacklivesmatter",2017-08-01 18:00:06,90,374,5248,False,2020-07-25 10:55:33,The dream and the reality. Isn't it time to get rid of the tragically failing @lewishamhomes and their bully boys… https://t.co/Kxdg1kDLGe,,Twitter Web App,False
FORSOL,Johannesburg South Africa,"Intelligence, forensics, profiling and risk management company providing consulting training and case management globally",2020-03-12 07:37:44,98,678,8,False,2020-07-25 10:55:33,#SAPS #COVID19 SouthAfrica Station Update https://t.co/fzt7lBI1qD,"['SAPS', 'COVID19']",Twitter Web App,False
PANDAS,UK,Leading UK charity supporting families suffering from perinatal mental illnesses. Free Helpline from uk mobiles and landline -0808 1961 776 ☎️11-10pm,2011-07-01 12:15:50,8610,3189,9555,False,2020-07-25 10:55:31,"As parents we often ask to much of ourselves. We don't have to be perfect, it's not needed. Just be you. And be kin… https://t.co/pONnIW4URx",,Twitter for Android,False
